E_eV,a_0_A=1.1469,a_1_A=1.78756,a_2_A=1.87069,a_3_A=2.27727,a_4_A=2.404
10.0,-0.04702609072454951,-0.0018665483325468913,-0.0013368655913458354,-0.00031163605748601677,-0.0002081473312887428
10.596372886056477,-0.04568359377028765,-0.0018132622649019226,-0.0012987008628517795,-0.00030273949705398516,-0.00020220515846537017
11.228311834035287,-0.04437942230820327,-0.0017614974035153471,-0.0012616256578748622,-0.0002940969148944272,-0.0001964326223010131
11.897937907435857,-0.043112482225310916,-0.0017112103211165326,-0.001225608872787697,-0.00028570106045659553,-0.00019082488002233975
12.607498664233685,-0.04188171064327223,-0.001662358830192982,-0.001190620291906683,-0.000277544890177867,-0.0001853772271071116
13.359375700667908,-0.04068607502671188,-0.0016149019475978192,-0.0011566305621430587,-0.0002696215615746621,-0.00018008509333740215
14.156092644919916,-0.039524572316989144,-0.0015687998601676629,-0.0011236111683776177,-0.0002619244275020577,-0.00017494403896548902
15.000323627513291,-0.038396228090698606,-0.001524013891322031,-0.0010915344095384207,-0.000254447030577275,-0.0001699497509892012
15.894902256865416,-0.037300095742193645,-0.001480506468616266,-0.0010603733753614423,-0.00024718309776236536,-0.0001650980395335972
16.84283113011666,-0.036235255689447576,-0.0014382410922207595,-0.0010301019238146533,-0.00024012653510154972,-0.00016038483433593973
17.847291911159612,-0.03520081460258538,-0.0013971823043000225,-0.0010006946591665945,-0.00023327142260879484,-0.00015580618133101567
18.91165600969468,-0.03419590465443956,-0.001357295659265925,-0.0009721269106810509,-0.00022661200930134003,-0.00015135823933393896
20.03949589715557,-0.03321968279250093,-0.0013185476948801439,-0.000944374711919949,-0.00022014270837500565,-0.00014703727681765277
21.23459709748593,-0.03227133003165372,-0.0012809059041815707,-0.0009174147806371087,-0.00021385809251723632,-0.00014283966878242627
22.50097089301335,-0.03135005076710159,-0.0012443387082151387,-0.0008912244992459918,-0.0002077528893539471,-0.00013876189371472166
23.842867788067263,-0.03045507210690822,-0.0012088154295391825,-0.0008657818958450526,-0.00020182197702635325,-0.00013480053063287883
25.26479177553053,-0.029585643223592487,-0.0011743062664891072,-0.0008410656257847757,-0.0001960603798940715,-0.00013095225621713943
26.77151545420944,-0.028741034724234137,-0.0011407822681757784,-0.0008170549537609375,-0.00019046326436088917,-0.00012721384202160323
28.368096047762684,-0.027920538038561805,-0.0011082153101976524,-0.000793729736419067,-0.00018502593481969928,-0.00012358215176577682
30.059892378955837,-0.027123464824509714,-0.0010765780710462797,-0.0007710704054555132,-0.00017974382971319873,-0.00012005413870344349
31.852582856214337,-0.026349146390744514,-0.0010458440091853766,-0.0007490579512009413,-0.00017461251770704546,-0.00011662684306664571
33.752184532845696,-0.02559693313567783,-0.001015987340784245,-0.000727673906672487,-0.0001696276939722643,-0.00011329738958263726
35.76507330290209,-0.02486619400249378,-0.0009869830180868576,-0.0007069003320811876,-0.00016478517657378226,-0.00011006298506172082
37.89800530146941,-0.02415631594973431,-0.0009588067083984553,-0.0006867197997816935,-0.00016008090296206306,-0.00010692091605394774
40.15813958121152,-0.02346670343699835,-0.0009314347736720414,-0.0006671153796516363,-0.00015551092656489957,-0.00010386854657271461
42.55306214128212,-0.022796777925322965,-0.0009048442506776321,-0.0006480706248883824,-0.00015107141347650175,-0.0001009033158833458
45.09081138925582,-0.022145977391827765,-0.0008790128317376364,-0.0006295695582112612,-0.0001467586392411056,-9.802273635480763e-05
47.77990512153969,-0.021513755858215144,-0.000853918846012201,-0.0006115966584576913,-0.00014256898572840258,-9.522439137275184e-05
50.62936911282342,-0.020899582932730833,-0.0008295412413188189,-0.0005941368475619591,-0.00013849893809816938,-9.250593331213695e-05
53.64876741052673,-0.02030294336520056,-0.0008058595664709509,-0.0005771754779057251,-0.00013454508185155114,-8.986508156772724e-05
56.848234435925576,-0.019723336614769486,-0.0007828539541208418,-0.000560698320029649,-0.00013070409996652436,-8.729962064081698e-05
60.23850899970239,-0.019160276429981745,-0.0007605051040921396,-0.0005446915506958206,-0.00012697277011513618,-8.48073982805745e-05
63.83097034609155,-0.018613290440847897,-0.0007387942671883331,-0.0005291417412909837,-0.00012334796196018623,-8.238632367844712e-05
67.63767634659995,-0.018081919762557918,-0.0007177032294634242,-0.0005140358465608243,-0.00011982663452908187,-8.003436571411206e-05
71.67140397149751,-0.017565718610507472,-0.000697214296941641,-0.0004993611936658716,-0.00011640583366266492,-7.774955125150175e-05
75.94569217491767,-0.01706425392631426,-0.0006773102807733705,-0.00048510547154982853,-0.00011308268953686878,-7.552996348347409e-05
80.47488733750892,-0.01657710501451095,-0.0006579744828148594,-0.0004712567206114173,-0.00010985441425512747,-7.337374032373906e-05
85.27419141916292,-0.016103863189609643,-0.0006391906816195828,-0.0004578033226710695,-0.00010671829950951584,-7.12790728446922e-05
90.35971298344077,-0.015644131433242007,-0.0006209431188295315,-0.0004447339912240472,-0.00010367171430865967,-6.92442037598449e-05
95.74852126495772,-0.015197524061087304,-0.0006032164859549998,-0.000432037761971818,-0.00010071210277050931,-6.726742594957816e-05
101.45870346119995,-0.014763666399308923,-0.0005859959115317812,-0.0004197039836237384,-9.783698197812473e-05,-6.534708102898282e-05
107.50942544107035,-0.014342194470228,-0.0005692669486450017,-0.00040772230896133027,-9.504393989667361e-05,-6.348155795658517e-05
113.92099607392682,-0.01393275468697038,-0.0005530155628091192,-0.00039608268615765426,-9.233063334989483e-05,-6.16692916827904e-05
120.71493539503045,-0.013535003556830811,-0.0005372281201939267,-0.00038477535034449627,-8.969478605432971e-05,-5.9908761836910326e-05
127.914046836196,-0.013148607393105402,-0.0005218913761866758,-0.0003737908154202938,-8.713418670967174e-05,-5.819849145167363e-05
135.54249376408254,-0.012773242035150739,-0.0005069924642807286,-0.00036311986609192796,-8.464668714363292e-05,-5.65370457241486e-05
143.62588058302035,-0.012408592576434672,-0.0004925188852814162,-0.00035275355014370677,-8.223020050977029e-05,-5.492303081203916e-05
152.1913386745902,-0.012054353100350737,-0.000478458496820047,-0.00034268317092705277,-7.988269953676088e-05,-5.335509266434403e-05
161.26761746240678,-0.011710226423574475,-0.00046479950316726795,-0.00033290028006459355,-7.760221482765587e-05,-5.1831915885398006e-05
170.8851809077575,-0.011375923846746442,-0.00045153044533723357,-0.0003233966703625365,-7.538683320768812e-05,-5.035222263134279e-05
181.07630975998174,-0.011051164912272662,-0.0004386401914742797,-0.00031416436892537947,-7.323469611924554e-05,-4.891477153810096e-05
191.87520990478345,-0.010735677169039379,-0.0004261179275140384,-0.0003051956304671825,-7.114399806266532e-05,-4.751835667995425e-05
203.31812717414422,-0.010429195943844744,-0.0004139531481111582,-0.0002964829308137893,-6.911298508153991e-05,-4.6161806557852245e-05
215.44346900318845,-0.010131464119355605,-0.000402135647826019,-0.0002880189605905455,-6.713995329126446e-05,-4.4843983116602637e-05
228.2919333423335,-0.009842231918403214,-0.00039065551256304843,-0.00027979661909022127,-6.522324744959107e-05,-4.356378079011876e-05
241.90664525741153,-0.009561256694436799,-0.00037950311125345556,-0.00027180900831598996,-6.336125956799085e-05,-4.232012557392332e-05
256.3333016762518,-0.00928830272795928,-0.0003686690877754056,-0.00026404942719446874,-6.155242756265857e-05,-4.111197412413009e-05
271.62032476755695,-0.009023141028774322,-0.00035814435310485803,-0.00025651136595396446,-5.9795233944028584e-05,-3.9938312882147995e-05
287.8190244668795,-0.008765549143878794,-0.00034792007769047926,-0.00024918850066320844,-5.808820454370193e-05,-3.8798157224372875e-05
304.9837706952068,-0.00851531097083953,-0.0003379876840462382,-0.00024207468792599956,-5.642990727771743e-05,-3.7690550636153915e-05
323.1721758481955,-0.008272216576497774,-0.00032833883955546645,-0.00023516395972730426,-5.481895094512847e-05,-3.661456390934155e-05
342.44528816856945,-0.008036062020849258,-0.00031896544948034844,-0.00022845051842648915,-5.3253984060878255e-05,-3.5569294362743725e-05
362.8677966507226,-0.007806649185952104,-0.000309859650170975,-0.00022192873189348699,-5.1733693721993744e-05,-3.4553865084836535e-05
384.5082481652772,-0.0075837856097190825,-0.0003010138024682651,-0.0002155931287838143,-5.025680450614753e-05,-3.3567424198093805e-05
407.4392775323618,-0.007367284324454732,-0.0002924204852952204,-0.0002094383939484782,-4.882207740166347e-05,-3.260914414431864e-05
431.7378513158359,-0.007156963700001924,-0.0002840724894311357,-0.00020345936397492045,-4.742830876806846e-05,-3.16782209903772e-05
457.48552615674055,-0.00695264729136625,-0.00027596281146354315,-0.00019765102285525777,-4.607432932631818e-05,-3.077387375375235e-05
484.7687225130567,-0.0067541636906904325,-0.00026808464791281566,-0.0001920084977781859,-4.475900317784993e-05,-2.9895343747351358e-05
513.679014724559,-0.006561346383454548,-0.00026043138952450064,-0.0001865270550410152,-4.3481226851639333e-05,-2.904189394301797e-05
544.3134383763522,-0.006374033608781434,-0.0002529966157245958,-0.0001812020960784095,-4.2239928378461705e-05,-2.8212808353214854e-05
576.7748159927352,-0.006192068223730095,-0.00024577408923311513,-0.000176029153604496,-4.103406639158129e-05,-2.7407391430357772e-05
611.1721021545633,-0.006015297571463231,-0.00023875775083142666,-0.0001710038878651101,-3.9862629253113834e-05,-2.662496748329746e-05
647.6207491984753,-0.005843573353178327,-0.0002319417142789714,-0.0001661220829970307,-3.872463420532989e-05,-2.58648801104598e-05
686.2430947254305,-0.005676751503694838,-0.00022532026137509989,-0.00016137964349115176,-3.761912654618652e-05,-2.5126491649168598e-05
727.1687722192038,-0.005514692070593091,-0.00021888783716188224,-0.00015677259075662288,-3.654517882839585e-05,-2.4409182640689064e-05
770.5351461530549,-0.0053572590968035344,-0.00021263904526386913,-0.00015229705978307684,-3.550189008135857e-05,-2.3712351310543223e-05
816.4877730449796,-0.005204320506547809,-0.00020656864336089173,-0.000147949295898143,-3.4488385055309644e-05,-2.3035413063661196e-05
865.1808900090456,-0.0050557479945359685,-0.00020067153879010428,-0.00014372565161752758,-3.3503813487042045e-05,-2.2377799993944874e-05
916.7779324426061,-0.004911416918326888,-0.0001949427842735797,-0.00013962258358501717,-3.2547349386592566e-05,-2.1738960407832537e-05
971.4520825869748,-0.004771206193761557,-0.00018937757376787234,-0.0001356366495998389,-3.1618190344291254e-05,-2.1118358361464713e-05
1029.3868508027717,-0.004634998193381538,-0.00018397123843206804,-0.00013176450572888326,-3.071555685759311e-05,-2.0515473211062948e-05
1090.7766915109553,-0.00450267864774736,-0.00017871924271093737,-0.00012800290350136698,-2.983869167712746e-05,-1.992979917614439e-05
1155.8276558669077,-0.004374136549574077,-0.00017361718052990715,-0.00012434868718358253,-2.8986859171416104e-05,-1.936084491520564e-05
1224.7580833582317,-0.00424926406060354,-0.000168660771598657,-0.00012079879113144748,-2.8159344709727514e-05,-1.8808133113519956e-05
1297.7993346475664,-0.004127956421135294,-0.0001638458578202415,-0.00011735023721863365,-2.735545406254931e-05,-1.8271200082702005e-05
1375.1965681201607,-0.004010111862140158,-0.000159168399802723,-0.00011400013233811722,-2.6574512819175854e-05,-1.7749595371704176e-05
1457.209562742639,-0.0038956315198827875,-0.00015462447347039144,-0.00011074566597505468,-2.581586582192264e-05,-1.7242881388918148e-05
1544.1135899948315,-0.003784419352981595,-0.00015021026677172617,-0.00010758410784894832,-2.507887661649265e-05,-1.6750633035064717e-05
1636.200337801256,-0.0036763820618364216,-0.00014592207648133842,-0.00010451280562312254,-2.436292691803356e-05,-1.6272437346563796e-05
1733.7788895633676,-0.003571429010356388,-0.00014175630509321202,-0.00010152918267959008,-2.3667416092437973e-05,-1.5807893149085465e-05
1837.1767615786375,-0.003469472149922252,-0.0001377094578026354,-9.86307359574412e-05,-2.2991760652451352e-05,-1.5356610720991448e-05
1946.7410023284917,-0.00337042594551948,-0.0001337781395742933,-9.581503385294226e-05,-2.2335393768165124e-05,-1.4918211466384607e-05
2062.839357324804,-0.0032742073039800728,-0.0001299590522940582,-9.307971417958226e-05,-2.169776479148415e-05,-1.4492327597492214e-05
2185.861503424672,-0.003180735504272925,-0.00012624899200209242,-9.042248218635555e-05,-2.1078338794169616e-05,-1.4078601826116502e-05
2316.220356756384,-0.0030899321297842646,-0.000122644846204939,-8.784110863261873e-05,-2.0476596119069894e-05,-1.3676687063893659e-05
2454.3534586465407,-0.0030017210025313303,-0.00011914359126434721,-8.533342791790615e-05,-1.9892031944162815e-05,-1.3286246131109834e-05
2600.7244442001165,-0.0029160281192541215,-0.00011574228986064135,-8.28973362651354e-05,-1.9324155859043587e-05,-1.290695147382978e-05
2755.8245984626415,-0.002832781589331595,-0.0001124380885285053,-8.05307899556785e-05,-1.8772491453503177e-05,-1.2538484889100957e-05
2920.174505387701,-0.0027519115744702185,-0.00010922821526311512,-7.823180361481811e-05,-1.8236575917851846e-05,-1.218053725800244e-05
3094.325795144362,-0.0026733502301142945,-0.00010610997719461159,-7.599844854615028e-05,-1.771595965465265e-05,-1.183280828631471e-05
3278.862995629286,-0.0025970316485288995,-0.00010308075832896182,-7.382885111353674e-05,-1.7210205901539138e-05,-1.1495006252592839e-05
3474.4054943980086,-0.002522891803507684,-0.00010013801735331462,-7.172119116924897e-05,-1.671889036480084e-05,-1.1166847763431612e-05
3681.6096176004703,-0.002450868496659148,-9.72792855040081e-05,-6.967370052698544e-05,-1.6241600863429083e-05,-1.0848057515717337e-05
3901.170832898638,-0.002380901305226337,-9.450216449544156e-05,-6.768466147848119e-05,-1.577793698332459e-05,-1.053836806566689e-05
4133.826083760148,-0.0023129315313961726,-9.18043245080736e-05,-6.575240535246498e-05,-1.5327509741376727e-05,-1.0237519604460172e-05
4380.356262962907,-0.0022469021530558925,-8.918350223385852e-05,-6.387531111475502e-05,-1.4889941259132563e-05,-9.945259740277814e-06
4641.588833612782,-0.002182757775955304,-8.663749897748198e-05,-6.20518040083197e-05,-1.4464864445782045e-05,-9.661343286561278e-06
4918.400606471699,-0.002120444587234694,-8.416417881180178e-05,-6.0280354232160984e-05,-1.4051922690193259e-05,-9.385532056317645e-06
5211.720682918044,-0.0020599103102794214,-8.176146678594737e-05,-5.855947565791335e-05,-1.3650769561739408e-05,-9.117594662296587e-06
5522.53357341725,-0.002001104160863325,-7.942734718457433e-05,-5.6887724583081163e-05,-1.3261068519666629e-05,-8.8573063228719e-06
5851.882501969514,-0.001943976804544138,-7.715986183681343e-05,-5.526369851986845e-05,-1.288249263075872e-05,-8.60444867346469e-06
6200.87290762581,-0.0018884803152751743,-7.495710847349561e-05,-5.36860350185849e-05,-1.2514724295061907e-05,-8.358809583350003e-06
6570.676154824831,-0.001834568135198575,-7.28172391312751e-05,-5.215341052464156e-05,-1.2157454979439704e-05,-8.120182977693325e-06
6962.533465004367,-0.0017821950355863588,-7.073845860231098e-05,-5.066453926817651e-05,-1.1810384958734088e-05,-7.888368664667484e-06
7377.760082683312,-0.0017313170788965354,-6.871902292820746e-05,-4.921817218537962e-05,-1.147322306431611e-05,-7.663172167505058e-06
7817.749689997524,-0.0016818915819124378,-6.675723793694923e-05,-4.7813095870611354e-05,-1.11456864398148e-05,-7.444404561345333e-06
8283.979084506618,-0.0016338770799343388,-6.485145782160352e-05,-4.644813155843608e-05,-1.0827500303819491e-05,-7.231882314738897e-06
8778.01313597249,-0.0015872332919933388,-6.300008375959811e-05,-4.512213413471652e-05,-1.0518397719356546e-05,-7.025427135677012e-06
9301.510038746646,-0.0015419210870583086,-6.120156257141542e-05,-4.3833991175939195e-05,-1.0218119369947003e-05,-6.82486582201648e-06
9856.22687739571,-0.001497902451207566,-5.945438541757856e-05,-4.258262201596519e-05,-9.926413342057321e-06,-6.630030116174574e-06
10444.025524245699,-0.0014551404557377242,-5.775708653283535e-05,-4.136697683942336e-05,-9.643034913760717e-06,-6.440756563972153e-06
11066.87888863989,-0.0014135992261829716,-5.610824199647901e-05,-4.018603580098496e-05,-9.367746349431756e-06,-6.256886377506474e-06
11726.877538885456,-0.001373243912218784,-5.450646853777351e-05,-3.903880816978157e-05,-9.100316700302011e-06,-6.078265301938738e-06
12426.236719115055,-0.0013340406584248224,-5.2950422375481487e-05,-3.7924331498247714e-05,-8.840521610709414e-06,-5.904743486084534e-06
13167.303784615016,-0.001295956575882493,-5.143879809052144e-05,-3.684167081469156e-05,-8.58814312987882e-06,-5.736175356698695e-06
13952.566080576338,-0.0012589597145833326,-4.997032753080796e-05,-3.578991783891588e-05,-8.3429695290758e-06,-5.572419496349031e-06
14784.65929071304,-0.0012230190366250815,-4.854377874735662e-05,-3.476819022023153e-05,-8.104795123980353e-06,-5.413338524776525e-06
15666.376283769463,-0.0011881043901729512,-4.7157954960760916e-05,-3.377563079722402e-05,-7.873420102131475e-06,-5.258798983642457e-06
16600.676487609297,-0.001154186484164241,-4.581169355717395e-05,-3.2811406878652035e-05,-7.648650355297773e-06,-5.108671224565731e-06
17590.69582234984,-0.0011212368637350905,-4.450386511295293e-05,-3.187470954487512e-05,-7.430297316633627e-06,-4.9628293003565316e-06
18639.75722588148,-0.0010892278863487415,-4.323337244714793e-05,-3.096475296922384e-05,-7.218177802484145e-06,-4.821150859355009e-06
19751.38180710058,-0.0010581326986052937,-4.1999149701040195e-05,-3.0080773758743716e-05,-7.012113858706296e-06,-4.683517042786408e-06
20929.300664290975,-0.0010279252137134882,-4.080016144395761e-05,-2.9222030313759206e-05,-6.811932611377219e-06,-4.549812385046446e-06
22177.46740832167,-0.0009985800896056291,-3.963540180461741e-05,-2.838780220572109e-05,-6.617466121764529e-06,-4.419924716833381e-06
23500.071432694094,-0.0009700727076772765,-3.850389362726713e-05,-2.757738957281487e-05,-6.428551245436904e-06,-4.293745071045432e-06
24901.551974979007,-0.0009423791521338757,-3.7404687651915996e-05,-2.6790112532823323e-05,-6.245029495396771e-06,-4.1711675913646424e-06
26386.61301683937,-0.0009154761899270013,-3.6336861717969095e-05,-2.6025310612750638e-05,-6.0667469091202775e-06,-4.052089443450478e-06
27960.239072650154,-0.0008893412512633741,-3.5299519990595994e-05,-2.52823421947295e-05,-5.893553919392985e-06,-3.936410728668662e-06
29627.711919708698,-0.0008639524106703108,-3.429179220918503e-05,-2.4560583977746516e-05,-5.725305228832943e-06,-3.824034400282882e-06
31394.628326189355,-0.0008392883686017106,-3.3312832957252586e-05,-2.3859430454734137e-05,-5.5618596879958575e-06,-3.7148661820390386e-06
33266.91883634535,-0.0008153284335691563,-3.236182095319504e-05,-2.317829340459057e-05,-5.403080176960119e-06,-3.608814489073748e-06
35250.86767600913,-0.0007920525047831328,-3.143795836128812e-05,-2.251660139870145e-05,-5.2488334902923074e-06,-3.505790351080742e-06
37353.133845202785,-0.0007694410552898043,-3.0540470122355943e-05,-2.1873799321549314e-05,-5.098990225296722e-06,-3.4057073376707087e-06
39580.77346865453,-0.0007474751155891998,-2.9668603303547956e-05,-2.1249347905008634e-05,-4.953424673455128e-06,-3.3084814858619507e-06
41941.263479239446,-0.0007261362577210677,-2.8821626466678457e-05,-2.064272327593581e-05,-4.812014714965689e-06,-3.2140312296410406e-06
44442.526713836356,-0.0007054065798050437,-2.7998829054598666e-05,-2.0053416516674462e-05,-4.6746417162925874e-06,-3.122277331534365e-06
47092.958505833616,-0.0006852686910221647,-2.7199520795086572e-05,-1.948093323810744e-05,-4.541190430640383e-06,-3.0331428161331613e-06
49901.45486353981,-0.0006657056970251321,-2.6423031121754575e-05,-1.892479316489729e-05,-4.411548901269641e-06,-2.9465529055162806e-06
52877.44232907843,-0.0006467011857650781,-2.566870861148893e-05,-1.8384529732567218e-05,-4.2856083675726735e-06,-2.862434956516492e-06
56030.90961798617,-0.0006282392137229512,-2.4935920437949133e-05,-1.7859689696084582e-05,-4.163263173830638e-06,-2.780718399777703e-06
59372.441145710975,-0.0006103042925339645,-2.42240518406688e-05,-1.7349832749618506e-05,-4.044410680575432e-06,-2.7013346805519693e-06
62913.25255353957,-0.0005928813759938902,-2.3532505609312543e-05,-1.6854531157152595e-05,-3.928951178482008e-06,-2.6242172011866313e-06
66665.22835319501,-0.0005759558474362957,-2.2860701582656335e-05,-1.6373369393642943e-05,-3.816787804718896e-06,-2.5493012652533147e-06
70640.9618164559,-0.0005595135074701353,-2.2208076161870845e-05,-1.590594379642027e-05,-3.7078264616867384e-06,-2.4765240232719424e-06
74853.79724368441,-0.000543540562067406,-2.157408183769959e-05,-1.5451862226543844e-05,-3.601975738076677e-06,-2.4058244199842024e-06
79317.87475313466,-0.0005280236109908764,-2.095818673113509e-05,-1.5010743739823026e-05,-3.499146832182343e-06,-2.3371431431322544e-06
84048.17774137396,-0.0005129496365521814,-2.035987414720788e-05,-1.4582218267230469e-05,-3.3992534774011513e-06,-2.2704225736996953e-06
89060.58317411506,-0.0004983059926908485,-1.97786421415138e-05,-1.4165926304438866e-05,-3.3022118698623648e-06,-2.2056067375730486e-06
94371.91487625704,-0.0004840803943650945,-1.9214003099116086e-05,-1.3761518610220746e-05,-3.2079405981212226e-06,-2.1426412585832017e-06
100000.0,-0.0004702609072454951,-1.8665483325468913e-05,-1.3368655913458353e-05,-3.1163605748601677e-06,-2.0814733128874276e-06
